number,created_at,text,source,user is verified,user has url,user has alt account,user description,user created at,account_age_months,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,engagement,user location,binary_class,ternary_class
240,7/9/22 0:39,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,0,0,0,"Retired, living the good life. Colorado native. Radical, tree-hugger, anti-nuke progressive atheist with positive hopes. Resist",12/8/12 20:38,115,0,0,0,0,10425,11461,297631,118,0,Timnath Colorado,0,0
242,7/9/22 0:40,Southern Nevada Health District reports another probable case of monkeypox – Southern Nevada Health District _URL_,WordPress.com,0,1,0,"_URL_ provides Top Latest Breaking News of Technology, Science, Entertainment, Politics, Sports, etc.",8/2/21 2:36,11,0,0,0,0,58,72,23796,0,0,None,0,0
245,7/9/22 0:40,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter Web App,0,0,0,"PhD, Social Scientist, 77. Follower of 2 traditions; Deleuzian sociomaterial thinking (e.g. Deleuze, Latour, Law,,Stengers etc) and Tavistock socioecology",8/15/18 1:45,46,0,0,0,0,384,49,58392,3,0,"Melbourne, Vic., Australia",0,0
248,7/9/22 0:41,Everything We Know About the Monkeypox Outbreak _URL_,WordPress.com,0,1,0,collaboration@support.exbulletin.com,1/14/22 23:40,5,0,0,0,0,103,1,128163,1,0,None,0,0
253,7/9/22 0:41,@zoiehenrynews @WLTX  In case you missed SCDHEC's Tweet DHEC has confirmed two cases of monkeypox infection in a person in the Midlands region and another person in the Lowcountry region. _URL_  (Will we need to get vaccinations???),Twitter Web App,0,0,0,Child of the King,1/10/18 4:54,53,0,0,0,0,39,716,19180,0,0,WORLDWIDE,0,0
254,7/9/22 0:42,"Monkeypox cases climb in the US, especially in these states _URL_",SocialFlow,1,1,0,ABC 8News WRIC - The news where you live. :television: Have a story? We would love to hear it! Call us at 804-330-8888 or email our newsroom :e-mail: news@wric.com!,3/12/09 13:45,159,0,0,0,0,106819,1657,219975,1069,0,"Richmond, Virginia",0,0
256,7/9/22 0:43,CDC: Maryland reports more monkeypox cases - WBAL TV Baltimore: CDC: Maryland reports more monkeypox cases WBAL TV BaltimoreView Full Coverage on Google News _URL_,dlvr.it,0,0,0,Spiritual and metaphysical topics that promote inner transformation and self-realization are my favorite topics to blog about.,12/12/20 13:40,18,0,0,0,0,2517,65,165309,22,0,"Somerset, United Kingdom",0,0
257,7/9/22 0:43,CDC: Maryland reports more monkeypox cases - WBAL TV Baltimore _URL_ #news #topstories #berkleybearnews,dlvr.it,0,0,0,"Bringing the news that is important, that as quick as a dog can bring it.",8/28/12 18:07,118,0,0,0,0,1784,179,2111894,257,0,Doghouse,0,0
258,7/9/22 0:43,Two More Probable Monkeypox Cases Rise in Riverside County _URL_,WordPress.com,0,1,0,Breaking local news for Los Angeles and Orange County,8/25/14 22:51,94,0,0,0,0,946,488,22735,78,0,"Los Angeles, CA",0,0
259,7/9/22 0:43,"Monkeypox symptoms are proving 'atypical' and virus could be mistaken for an STD, experts warn #SmartNews _URL_",Twitter for iPhone,0,0,0,"Life is a roller coaster ride-hands in the air. PT retail employee, caretaker of elderly parent, novice astrologer & photog. Goth, Metalhead, Rivethead, EDM.",12/10/08 22:10,162,0,0,1,0,1721,5002,146290,61,0.058105752,Arizona,0,0
260,7/9/22 0:43,@zoiehenrynews What's your risk level for getting monkeypox in South Carolina? We asked experts _URL_ via @wltx  (JR since SC really lacks in vax and protection pls tell your staff to keep up w/ this info.),Twitter Web App,0,0,0,Child of the King,1/10/18 4:54,53,0,0,0,0,39,716,19180,0,0,WORLDWIDE,0,0
265,7/9/22 0:44,JUST IN: One case of monkeypox has been confirmed in Island Health through laboratory testing at the BC Centre for Disease Control. Island Health is conducting follow-up. The risk to the general public is very low. _URL_,TweetDeck,1,1,0,"If it's happening, it's here.",12/18/09 5:34,150,4,2,3,1,26504,896,80692,434,0.037730154,Victoria BC Canada,0,0
267,7/9/22 0:45,The Southern Nevada Health District reports potential cases of additional monkeypox – Southern Nevada Health District _URL_,WordPress.com,0,1,0,collaboration@support.exbulletin.com,1/14/22 23:40,5,0,0,0,0,103,1,128163,1,0,None,0,0
268,7/9/22 0:45,@MiaFarrow @nytimes Well the good news-it is not spread by aerosol like Covid-Apparently it is through direct human to human contact-There is an effective vaccine-The not so good-Time! It will take months to produce enough vaccine for mass vaccination-So time for-Operation Warp Speed for monkey pox!,Twitter for iPad,0,0,0,"B. Russell: ""I would never die for my beliefs because I might be wrong.""",9/4/16 21:35,70,0,0,1,0,531,172,59122,3,0.188323917,"Rothesay, N.B.",0,0
272,7/9/22 0:45,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,0,1,0,Astrophysicist and science fiction writer,2/28/11 17:54,136,0,0,0,0,2206,4770,251743,359,0,"Beltsville, Maryland, USA",0,0
274,7/9/22 0:46,"San Francisco Wastewater Update BA.2.12.1 continues a downward trend as BA.5 continues upward Of note, Wastewater still significantly higher than past summers and variants No sight of BA.2.75 nor BA.4 Small samples of Monkeypox in wastewater _URL_ #StaySafeSF _URL_",Twitter Web App,0,0,0,The main air filter in your home is your families lungs. Windows+HEPA+CO2meter+Masks #Vaccinate #Ventilate #useHEPA #monitorCO2 #MaskUpN95,6/17/18 13:28,48,1,1,6,1,1296,725,22836,19,0.694444444,None,0,0
276,7/9/22 0:46,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,0,0,0,"I BLOCK STUPID, RACIST, TRAITOROUS PEOPLE*Retired Forensic Accountant*Good at Critical Thinking*No DMs*FULLY VAXXED #drcole #Resistor",3/11/20 17:21,27,0,0,0,0,11705,12156,121947,27,0,"Florida, USA",0,0
280,7/9/22 0:47,More monkeypox vaccines to be distributed across US as cases rise _URL_,Twitter Web App,0,0,0,None,7/24/14 11:47,95,0,0,0,0,17,176,7258,0,0,None,0,0
282,7/9/22 0:48,"The New York Times: The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say. _URL_",Twitter for Android,0,0,0,bls nyc / _URL_ muckrack.comAOL _URL_ _URL_ SONY,2/20/14 2:10,100,0,0,0,0,54,129,66113,6,0,None,0,0
283,7/9/22 0:48,U.S. has 17M monkeypox vaccine doses in Denmark as NYC scrambles | News Headlines Denmark _URL_,WordPress.com,0,0,0,"The Denmark Post is an English language online news portal. We provide insights, information, and inspiration to help you settle into your Danish life",3/21/21 11:34,15,0,0,0,0,18,0,7497,1,0,None,0,0
290,7/9/22 0:49,"_URL_ The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say: Longstanding weaknesses in the public health system are giving the virus a chance to become entrenched. _URL_",dlvr.it,0,1,0,"_URL_ Info link situs Cerita Bokep Dewasa, Sex, Kumpulan, Cerita Seks Dewasa Hot ABG 18+ jakarta bogor depok dll sudah diblokir semua nya ya ?",10/15/18 15:08,44,0,0,0,0,5819,0,42322,5,0,Jangan umbar aurat memalukan k,0,0
300,7/9/22 0:50,Here's How Many Monkeypox Cases Have Been Recorded in San Francisco... (Medium) Monkeypox has now entered our daily lexicons. Add your highlights: _URL_  #SF #SFBay #CA #frisco,San Francisco PLOW,0,1,0,A San Francisco community with less noise & more highlights on @briefly_tldr. Follow for an invite to join our open beta!,8/13/14 2:36,94,0,0,0,0,2830,4803,21892,17,0,Internet,0,0
301,7/9/22 0:50,NYC Democrats blast Biden over monkeypox vaccine mess _URL_ _URL_,SocialFlow,1,1,0,"Breaking news & features from The New York Post. Follow your favorite sections: @pagesix, @nypmetro, @nypostbiz, @nypostsports, @nypfashion, @nypostopinion",11/18/08 19:46,163,28,26,62,2,2794294,10965,485468,20966,0.004222891,"New York, NY",0,0
302,7/9/22 0:51,"""Top Democrats running to represent the heart of the Big Apple's LGBTQ community in Congress ripped the Biden administration Friday for letting red tape tie up the importation of 1 million doses of much-needed monkeypox vaccine."" -- _URL_",TweetDeck,0,1,0,"City Hall for The NY Post. Under that cynical shell (and mask), a sentimentalist. Hot coffee absolutist. Hook'em:sign_of_the_horns:. :rainbow_flag:. nhicks@nypost; DMs; Signal/WhatsApp.",10/9/08 2:55,165,4,3,9,1,13695,578,180867,489,0.124132895,Room 9,0,0
306,7/9/22 0:51,"As of today, more than 600 San Franciscans have been vaccinated against monkeypox because of close contact exposure. SFDPH and community partners are working hard to get shots in arms at more than 10 sites with a goal of equity. _URL_ _URL_",Twitter Web App,1,1,0,San Francisco Department of Public Health. We are here to protect & promote the health of all San Franciscans. :bridge_at_night: #VaccinateSF #GetBoostedSF #GetTested,6/16/09 18:38,156,14,7,49,3,22746,698,4709,492,0.320935549,San Francisco,0,0
308,7/9/22 0:51,NYC Democrats blast Biden over monkeypox vaccine mess _URL_,WordPress.com,0,0,0,100%FollowBack,4/2/22 17:52,3,0,0,0,0,612,1010,61113,2,0,None,0,0
309,7/9/22 0:52,"#monkeypox is NOT transmitted via gay men fucking. It's ANY skin contact. Any secondary contact (doorknobs, railings, etc) And potentially any aspirants (sneezes and coughs)",Twitter Web App,0,1,0,Dynamically Disabled Autistic Narcoleptic.  Jewelry Making Instagram: @songbird_custom_jewelry Cash app is $SparrowLikeTheBird She/they bc fuck transphobia,4/18/18 2:49,50,0,1,5,0,368,334,26206,1,1.630434783,Colorado,0,0
311,7/9/22 0:52,NYC Democrats blast Biden over monkeypox vaccine mess _URL_ _URL_,SocialFlow,1,1,0,Breaking @nypost headlines from around the city and state of New York. Tweet us tips!,2/8/13 0:13,113,1,0,1,0,37362,90,43934,743,0.005353032,"New York, New York",0,0
312,7/9/22 0:52,"SF's Department of Public Health received 2,300 doses of monkeypox vaccine this week. #sanfrancisco #localnews #bayarea #sfstandard _URL_",Zapier.com,0,1,0,"San Francisco/Northern California | Arts, culture, wildlife, community | Creative Director @sfstandard | Opinions my own | RT ≠ endorsement",3/9/09 4:48,160,0,0,2,0,1209,399,4505,40,0.165425972,"San Francisco, CA",0,0
313,7/9/22 0:52,"World Health Organization's Europe chief And Dr. Aileen Marty, Professor of infectious diseases in the Department of Medicine , said ""Though anyone can contract monkeypox, in the United States the main population we've seen so far has been in men having sex with men...",Twitter Web App,0,1,0,"A professional Oklahoma photographer shooting models, head shots, family portraits, children, infants, maternity, weddings, engagements and more.",6/14/16 5:06,72,0,0,0,0,55,343,309,16,0,"Oklahoma City, OK",0,0
322,7/9/22 0:55,"First case of monkeypox reported on Vancouver Island, bringing B.C. total to 21 _URL_",WordPress.com,0,0,0,100%FollowBack,4/2/22 17:52,3,0,0,0,0,612,1010,61113,2,0,None,0,0
324,7/9/22 0:55,"First case of monkeypox reported on Vancouver Island, bringing B.C. total to 21 #123INFO _URL_",Microsoft Power Platform,0,0,0,Welcome to the 123 INFO Twitter account. here you can find all national news. | Group @GoNews_Off,12/22/21 11:52,6,0,0,0,0,71,11,29684,0,0,None,0,0
325,7/9/22 0:56,"@GerberKawasaki @SigaTech $SIGA #UK's approval for the drug tecovirimat, sold under the brand #Tpoxx in the United States, is also for #smallpox, #cowpox, as well as complications caused by the smallpox vaccine #monkeypox #MonkeypoxVirus $SPY $VIX $PFE $XBI #BorisJohnson _URL_",Twitter for iPhone,0,0,0,"My tweets are NOT investment advice. My tweets are personal opinions only. PLEASE TALK TO A FINANCIAL ADVISER BEFORE INVESTING INTO STOCKS! ""TRUTH ALWAYS HURTS""",4/22/16 17:47,74,0,0,1,0,344,417,28020,26,0.290697674,North Pole,0,0
327,7/9/22 0:56,"BREAKING: For the first time this year, the world has reported over 1,207 new cases of Monkeypox.- @Monkeypoxtally",Twitter for iPhone,0,0,0,"Talking politics,news and Coronavirus around the country and expressing opinions on political/COVID-19 matters. While providing factual news",3/1/21 2:57,16,0,0,0,0,40,124,604,1,0,United States,0,0
328,7/9/22 0:56,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,0,0,0,None,5/21/16 2:42,73,1,0,0,0,117,642,25996,3,0.854700855,None,0,0
330,7/9/22 0:56,Monkeypox cases rise 77% worldwide in the WHO's latest weekly count _URL_,Twitter for Android,0,0,0,None,1/2/22 1:50,6,0,0,0,0,120,183,2084,0,0,None,0,0
332,7/9/22 0:57,"First case of monkeypox reported on Vancouver Island, bringing B.C. total to 21 _URL_",WordPress.com,0,0,0,None,1/31/22 13:45,5,0,0,0,0,3,0,7582,0,0,None,0,0
333,7/9/22 0:57,NYC Dems are begging for monkeypox vaccine! _URL_,Twitter Web App,0,0,0,:red_heart::red_heart::red_heart::red_heart::red_heart: animals,7/30/17 3:05,59,0,0,3,0,703,300,4516,5,0.426742532,"New York, NY",0,0
337,7/9/22 0:58,NYC Democrats blast Biden over monkeypox vaccine mess _URL_ via @nypmetro,Twitter Web App,0,0,0,None,1/26/09 23:35,161,0,0,0,0,2129,921,9490,98,0,None,0,0
339,7/9/22 0:59,NYC monkeypox vax sites to know: _URL_,Twitter for iPhone,0,1,0,brunette multi-hyphenate stereotype. singer at the showtune bar. writer sometimes. they/them.,5/26/09 15:06,157,0,0,3,0,1676,2800,21226,35,0.178997613,Astoria,0,0
342,7/9/22 0:59,"The WHO on Thursday reported a 77% weekly increase in the number of lab-confirmed monkeypox cases, to more than 6,000 worldwide, &amp; two more deaths in parts of Africa where the virus has circulated for yrs.",Twitter Web App,0,0,0,"I like facts, not fiction. Tell me truth I can handle it. Don't lie to me. Former navy wife and traveler. Save the rainforests. :water_wave::water_wave::water_wave:",6/6/20 4:01,25,0,0,0,0,1247,1528,40038,3,0,None,0,0
344,7/9/22 0:59,"First case of monkeypox reported on Vancouver Island, bringing B.C. total to 21 _URL_",Circleboom Publish,0,0,0,News Updates around world. Follow the channel to get most recent affairs. Support us by hit following button.,10/5/14 23:04,93,0,0,0,0,78,642,14017,1,0,United States,0,0
346,7/9/22 1:00,CDC opens monkeypox center as Europe begins vaccinations _URL_,Twitter Web App,0,0,0,"Global Healthcare venue for tracking & trending:fast-forward_button:Rx ,recalls, technology, studies, treatments, outbreaks, and more:growing_heart::pill::syringe::ambulance:",2/3/19 0:33,41,0,0,0,0,1842,4985,124260,10,0,USA,0,0
349,7/9/22 1:00,NYC Democrats blast Biden over monkeypox vaccine mess _URL_,WordPress.com,0,1,0,Straight Outta Manhattan,10/11/12 23:21,116,0,0,1,0,63,1,71719,0,1.587301587,"Manhattan, NY",0,0
350,7/9/22 1:00,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_ _URL_",Twitter for Android,0,1,0,"Syria Death of a Nation 600,000 Dead 1.8 Million injured 10 million refugees this is Syria 2022 support our work @ _URL_",5/14/11 16:12,133,1,1,4,0,245990,229390,666545,1422,0.002439124,Visit our dedicated website @,0,0
352,7/9/22 1:00,Eligibility for the monkeypox vaccine is expanding. _URL_,True Anthem,1,1,0,"Official FOX 11 Los Angeles account for #LA News. Send news tips to fox11news@fox.com, use @FOXLA or call 310-584-2025. Follow @GDLA, too!",10/24/07 8:04,176,0,0,6,1,322432,15603,231678,3311,0.002171,"Los Angeles, CA",0,0
360,7/9/22 1:03,"First case of monkeypox reported on Vancouver Island, bringing BC total to 21 _URL_",WordPress.com,0,1,0,None,1/4/22 4:56,6,0,0,0,0,160,1513,39231,0,0,None,0,0
363,7/9/22 1:03,:loudspeaker:OFFICIAL STATEMENT: Read our official statement regarding the #Monkeypox Virus. :link: _URL_ _URL_,Twitter for iPhone,1,1,0,The official Twitter for the City of Long Beach - a diverse coastal city with unique thriving neighborhoods and a dynamic downtown.,5/9/09 5:52,158,5,0,7,0,99486,1225,19273,575,0.012061999,"Long Beach, Calif.",0,0
365,7/9/22 1:03,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_ _URL_",Twitter for iPhone,1,1,0,Infectious Disease Epidemiologist:black_small_square:Sr Director Special Pathogens @NYCHealthSystem:black_small_square:Faculty @TheNETEC @BUCEID:black_small_square:Fellow @BelferCenter,12/26/10 16:31,138,4,0,10,0,67278,1024,11318,984,0.02080918,NYC :Statue_of_Liberty:,0,0
368,7/9/22 1:04,The WHO Is About to Decide if #Monkeypox Has Become a 'Global Public Health Emergency' _URL_,Twitter for Android,0,1,0,"A Blacktivism Media Org - Unapologetically Black, woman-owned magazine covering news and events related to/affecting Gwinnett from a Black perspective.",11/3/17 22:45,56,0,0,0,0,398,679,7673,6,0,"Gwinnett County, GA",0,0
370,7/9/22 1:04,#NEW: Island Health just confirmed a case of Monkeypox has been detected in a person who lives in the south island region. The health authority first heard about the case on July 7. Their statement: @CapitalDailyVic _URL_,Twitter Web App,0,1,0,Journalist @CapitalDailyVic| Words in @NatGeo @BBC_Future @VICE @TheTyee @thenarwhalca and more | she/her | DMs are open,8/14/14 10:06,94,29,7,45,7,4795,876,11181,69,1.835245047,"Victoria, British Columbia",0,0
374,7/9/22 1:05,"The Forsyth County Health Department was selected to be in the initial distribution of the monkeypox vaccine more because of its central location in the Triad rather than concern about potential cases, health director Joshua Swift said Friday. _URL_",SocialNewsDesk,0,1,0,"Your local news source for Winston-Salem & Northwest North Carolina, since 1897. #wsnc",3/9/09 19:12,160,1,1,5,0,60220,908,96480,640,0.011624045,"Winston-Salem, N.C.",0,0
